"plot_id","species","height_class","count"
"6-3-63-52651","OTHER",17,0
"6-3-63-52651","OTHER",18,0
"6-3-63-52651","OTHER",19,0
"6-3-63-52651","OTHER",20,0
"6-3-63-52651","OTHER",21,0
"6-3-63-52651","OTHER",22,0
"6-3-63-52651","OTHER",23,0
"6-3-63-52651","OTHER",24,0
"6-3-63-52651","OTHER",25,0
"6-3-63-52651","OTHER",26,0
"6-3-63-52651","OTHER",27,0
"6-3-63-52651","OTHER",28,0
"6-3-63-52651","OTHER",29,0
"6-3-63-52651","OTHER",30,0
"6-3-63-52651","OTHER",31,0
"6-3-63-52651","OTHER",32,0
"6-3-63-52651","OTHER",33,0
"6-3-63-52651","OTHER",34,0
"6-3-63-52651","OTHER",35,0
"6-3-63-52651","OTHER",36,0
"6-3-63-52651","OTHER",37,0
"6-3-63-52651","OTHER",38,0
"6-3-63-52651","OTHER",39,0
"6-3-63-52651","OTHER",40,0
"6-3-63-52651","OTHER",41,0
"6-3-63-52651","OTHER",42,0
"6-3-63-52651","OTHER",43,0
"6-3-63-52651","OTHER",44,0
"6-3-63-52651","OTHER",45,0
"6-3-63-52651","OTHER",46,0
"6-3-63-52651","OTHER",47,0
"6-3-63-52651","OTHER",48,0
"6-3-63-52651","OTHER",49,0
"6-3-63-52651","OTHER",50,0
"6-3-63-52651","OTHER",51,0
"6-3-63-52651","OTHER",52,0
"6-3-63-52651","OTHER",53,0
"6-3-63-52651","OTHER",54,0
"6-3-63-52651","PILA",1,2
"6-3-63-52651","PILA",2,0
"6-3-63-52651","PILA",3,0
"6-3-63-52651","PILA",4,0
"6-3-63-52651","PILA",5,0
"6-3-63-52651","PILA",6,0
"6-3-63-52651","PILA",7,0
"6-3-63-52651","PILA",8,0
"6-3-63-52651","PILA",9,0
"6-3-63-52651","PILA",10,0
"6-3-63-52651","PILA",11,0
"6-3-63-52651","PILA",12,0
"6-3-63-52651","PILA",13,0
"6-3-63-52651","PILA",14,0
"6-3-63-52651","PILA",15,0
"6-3-63-52651","PILA",16,0
"6-3-63-52651","PILA",17,0
"6-3-63-52651","PILA",18,0
"6-3-63-52651","PILA",19,0
"6-3-63-52651","PILA",20,0
"6-3-63-52651","PILA",21,0
"6-3-63-52651","PILA",22,0
"6-3-63-52651","PILA",23,0
"6-3-63-52651","PILA",24,0
"6-3-63-52651","PILA",25,0
"6-3-63-52651","PILA",26,0
"6-3-63-52651","PILA",27,0
"6-3-63-52651","PILA",28,0
"6-3-63-52651","PILA",29,0
"6-3-63-52651","PILA",30,0
"6-3-63-52651","PILA",31,0
"6-3-63-52651","PILA",32,0
"6-3-63-52651","PILA",33,0
"6-3-63-52651","PILA",34,0
"6-3-63-52651","PILA",35,0
"6-3-63-52651","PILA",36,0
"6-3-63-52651","PILA",37,0
"6-3-63-52651","PILA",38,0
"6-3-63-52651","PILA",39,0
"6-3-63-52651","PILA",40,0
"6-3-63-52651","PILA",41,0
"6-3-63-52651","PILA",42,0
"6-3-63-52651","PILA",43,0
"6-3-63-52651","PILA",44,0
"6-3-63-52651","PILA",45,0
"6-3-63-52651","PILA",46,0
"6-3-63-52651","PILA",47,0
"6-3-63-52651","PILA",48,0
"6-3-63-52651","PILA",49,0
"6-3-63-52651","PILA",50,0
"6-3-63-52651","PILA",51,0
"6-3-63-52651","PILA",52,0
"6-3-63-52651","PILA",53,0
"6-3-63-52651","PILA",54,0
"6-3-63-52651","PIPO",1,0
"6-3-63-52651","PIPO",2,0
"6-3-63-52651","PIPO",3,0
"6-3-63-52651","PIPO",4,0
"6-3-63-52651","PIPO",5,0
"6-3-63-52651","PIPO",6,0
"6-3-63-52651","PIPO",7,0
"6-3-63-52651","PIPO",8,0
"6-3-63-52651","PIPO",9,0
"6-3-63-52651","PIPO",10,0
"6-3-63-52651","PIPO",11,0
"6-3-63-52651","PIPO",12,0
"6-3-63-52651","PIPO",13,0
"6-3-63-52651","PIPO",14,0
"6-3-63-52651","PIPO",15,0
"6-3-63-52651","PIPO",16,0
"6-3-63-52651","PIPO",17,0
"6-3-63-52651","PIPO",18,0
"6-3-63-52651","PIPO",19,0
"6-3-63-52651","PIPO",20,0
"6-3-63-52651","PIPO",21,0
"6-3-63-52651","PIPO",22,0
"6-3-63-52651","PIPO",23,0
"6-3-63-52651","PIPO",24,0
"6-3-63-52651","PIPO",25,0
"6-3-63-52651","PIPO",26,0
"6-3-63-52651","PIPO",27,0
"6-3-63-52651","PIPO",28,0
"6-3-63-52651","PIPO",29,0
"6-3-63-52651","PIPO",30,0
"6-3-63-52651","PIPO",31,0
"6-3-63-52651","PIPO",32,0
"6-3-63-52651","PIPO",33,0
"6-3-63-52651","PIPO",34,0
"6-3-63-52651","PIPO",35,0
"6-3-63-52651","PIPO",36,0
"6-3-63-52651","PIPO",37,0
"6-3-63-52651","PIPO",38,0
"6-3-63-52651","PIPO",39,0
"6-3-63-52651","PIPO",40,0
"6-3-63-52651","PIPO",41,0
"6-3-63-52651","PIPO",42,0
"6-3-63-52651","PIPO",43,0
"6-3-63-52651","PIPO",44,0
"6-3-63-52651","PIPO",45,0
"6-3-63-52651","PIPO",46,0
"6-3-63-52651","PIPO",47,0
"6-3-63-52651","PIPO",48,0
"6-3-63-52651","PIPO",49,0
"6-3-63-52651","PIPO",50,0
"6-3-63-52651","PIPO",51,0
"6-3-63-52651","PIPO",52,0
"6-3-63-52651","PIPO",53,0
"6-3-63-52651","PIPO",54,0
"6-3-63-52651","PSME",1,9
"6-3-63-52651","PSME",2,0
"6-3-63-52651","PSME",3,0
"6-3-63-52651","PSME",4,0
"6-3-63-52651","PSME",5,0
"6-3-63-52651","PSME",6,2
"6-3-63-52651","PSME",7,0
"6-3-63-52651","PSME",8,0
"6-3-63-52651","PSME",9,0
"6-3-63-52651","PSME",10,0
"6-3-63-52651","PSME",11,0
"6-3-63-52651","PSME",12,0
"6-3-63-52651","PSME",13,0
"6-3-63-52651","PSME",14,0
"6-3-63-52651","PSME",15,0
"6-3-63-52651","PSME",16,0
"6-3-63-52651","PSME",17,0
"6-3-63-52651","PSME",18,0
"6-3-63-52651","PSME",19,0
"6-3-63-52651","PSME",20,0
"6-3-63-52651","PSME",21,0
"6-3-63-52651","PSME",22,0
"6-3-63-52651","PSME",23,0
"6-3-63-52651","PSME",24,0
"6-3-63-52651","PSME",25,1
"6-3-63-52651","PSME",26,0
"6-3-63-52651","PSME",27,0
"6-3-63-52651","PSME",28,0
"6-3-63-52651","PSME",29,0
"6-3-63-52651","PSME",30,0
"6-3-63-52651","PSME",31,0
"6-3-63-52651","PSME",32,0
"6-3-63-52651","PSME",33,0
"6-3-63-52651","PSME",34,0
"6-3-63-52651","PSME",35,0
"6-3-63-52651","PSME",36,0
"6-3-63-52651","PSME",37,0
"6-3-63-52651","PSME",38,0
"6-3-63-52651","PSME",39,0
"6-3-63-52651","PSME",40,0
"6-3-63-52651","PSME",41,0
"6-3-63-52651","PSME",42,0
"6-3-63-52651","PSME",43,0
"6-3-63-52651","PSME",44,0
"6-3-63-52651","PSME",45,0
"6-3-63-52651","PSME",46,0
"6-3-63-52651","PSME",47,0
"6-3-63-52651","PSME",48,0
"6-3-63-52651","PSME",49,0
"6-3-63-52651","PSME",50,0
"6-3-63-52651","PSME",51,0
"6-3-63-52651","PSME",52,0
"6-3-63-52651","PSME",53,0
"6-3-63-52651","PSME",54,0
"6-3-63-52651","QUKE",1,3
"6-3-63-52651","QUKE",2,0
"6-3-63-52651","QUKE",3,0
"6-3-63-52651","QUKE",4,0
"6-3-63-52651","QUKE",5,0
"6-3-63-52651","QUKE",6,0
"6-3-63-52651","QUKE",7,0
"6-3-63-52651","QUKE",8,0
"6-3-63-52651","QUKE",9,0
"6-3-63-52651","QUKE",10,0
"6-3-63-52651","QUKE",11,0
"6-3-63-52651","QUKE",12,0
"6-3-63-52651","QUKE",13,0
"6-3-63-52651","QUKE",14,0
"6-3-63-52651","QUKE",15,0
"6-3-63-52651","QUKE",16,0
"6-3-63-52651","QUKE",17,0
"6-3-63-52651","QUKE",18,0
"6-3-63-52651","QUKE",19,0
"6-3-63-52651","QUKE",20,0
"6-3-63-52651","QUKE",21,0
"6-3-63-52651","QUKE",22,0
"6-3-63-52651","QUKE",23,0
"6-3-63-52651","QUKE",24,0
"6-3-63-52651","QUKE",25,0
"6-3-63-52651","QUKE",26,0
"6-3-63-52651","QUKE",27,0
"6-3-63-52651","QUKE",28,0
"6-3-63-52651","QUKE",29,0
"6-3-63-52651","QUKE",30,0
"6-3-63-52651","QUKE",31,0
"6-3-63-52651","QUKE",32,0
"6-3-63-52651","QUKE",33,0
"6-3-63-52651","QUKE",34,0
"6-3-63-52651","QUKE",35,0
"6-3-63-52651","QUKE",36,0
"6-3-63-52651","QUKE",37,0
"6-3-63-52651","QUKE",38,0
"6-3-63-52651","QUKE",39,0
"6-3-63-52651","QUKE",40,0
"6-3-63-52651","QUKE",41,0
"6-3-63-52651","QUKE",42,0
"6-3-63-52651","QUKE",43,0
"6-3-63-52651","QUKE",44,0
"6-3-63-52651","QUKE",45,0
"6-3-63-52651","QUKE",46,0
"6-3-63-52651","QUKE",47,0
"6-3-63-52651","QUKE",48,0
"6-3-63-52651","QUKE",49,0
"6-3-63-52651","QUKE",50,0
"6-3-63-52651","QUKE",51,0
"6-3-63-52651","QUKE",52,0
"6-3-63-52651","QUKE",53,0
"6-3-63-52651","QUKE",54,0
"6-5-107-96804","ABCO",1,0
"6-5-107-96804","ABCO",2,0
"6-5-107-96804","ABCO",3,0
"6-5-107-96804","ABCO",4,0
"6-5-107-96804","ABCO",5,1
"6-5-107-96804","ABCO",6,0
"6-5-107-96804","ABCO",7,1
"6-5-107-96804","ABCO",8,0
"6-5-107-96804","ABCO",9,0
"6-5-107-96804","ABCO",10,0
"6-5-107-96804","ABCO",11,0
"6-5-107-96804","ABCO",12,0
"6-5-107-96804","ABCO",13,0
"6-5-107-96804","ABCO",14,0
"6-5-107-96804","ABCO",15,0
"6-5-107-96804","ABCO",16,0
"6-5-107-96804","ABCO",17,0
"6-5-107-96804","ABCO",18,0
"6-5-107-96804","ABCO",19,0
"6-5-107-96804","ABCO",20,0
"6-5-107-96804","ABCO",21,0
"6-5-107-96804","ABCO",22,0
"6-5-107-96804","ABCO",23,0
"6-5-107-96804","ABCO",24,0
"6-5-107-96804","ABCO",25,0
"6-5-107-96804","ABCO",26,0
"6-5-107-96804","ABCO",27,0
"6-5-107-96804","ABCO",28,0
"6-5-107-96804","ABCO",29,0
"6-5-107-96804","ABCO",30,0
"6-5-107-96804","ABCO",31,0
"6-5-107-96804","ABCO",32,0
"6-5-107-96804","ABCO",33,0
"6-5-107-96804","ABCO",34,0
"6-5-107-96804","ABCO",35,0
"6-5-107-96804","ABCO",36,0
"6-5-107-96804","ABCO",37,0
"6-5-107-96804","ABCO",38,0
"6-5-107-96804","ABCO",39,0
"6-5-107-96804","ABCO",40,0
"6-5-107-96804","ABCO",41,0
"6-5-107-96804","ABCO",42,0
"6-5-107-96804","ABCO",43,0
"6-5-107-96804","ABCO",44,0
"6-5-107-96804","ABCO",45,0
"6-5-107-96804","ABCO",46,0
"6-5-107-96804","ABCO",47,0
"6-5-107-96804","ABCO",48,0
"6-5-107-96804","ABCO",49,0
"6-5-107-96804","ABCO",50,0
"6-5-107-96804","ABCO",51,0
"6-5-107-96804","ABCO",52,0
"6-5-107-96804","ABCO",53,0
"6-5-107-96804","ABCO",54,0
"6-5-107-96804","CADE27",1,0
"6-5-107-96804","CADE27",2,0
"6-5-107-96804","CADE27",3,0
"6-5-107-96804","CADE27",4,0
"6-5-107-96804","CADE27",5,1
"6-5-107-96804","CADE27",6,0
"6-5-107-96804","CADE27",7,0
"6-5-107-96804","CADE27",8,0
"6-5-107-96804","CADE27",9,0
"6-5-107-96804","CADE27",10,0
"6-5-107-96804","CADE27",11,0
"6-5-107-96804","CADE27",12,0
"6-5-107-96804","CADE27",13,0
"6-5-107-96804","CADE27",14,0
"6-5-107-96804","CADE27",15,0
"6-5-107-96804","CADE27",16,0
"6-5-107-96804","CADE27",17,0
"6-5-107-96804","CADE27",18,0
"6-5-107-96804","CADE27",19,0
"6-5-107-96804","CADE27",20,0
"6-5-107-96804","CADE27",21,0
"6-5-107-96804","CADE27",22,0
"6-5-107-96804","CADE27",23,0
"6-5-107-96804","CADE27",24,0
"6-5-107-96804","CADE27",25,0
"6-5-107-96804","CADE27",26,0
"6-5-107-96804","CADE27",27,0
"6-5-107-96804","CADE27",28,0
"6-5-107-96804","CADE27",29,0
"6-5-107-96804","CADE27",30,0
"6-5-107-96804","CADE27",31,0
"6-5-107-96804","CADE27",32,0
"6-5-107-96804","CADE27",33,0
"6-5-107-96804","CADE27",34,0
"6-5-107-96804","CADE27",35,0
"6-5-107-96804","CADE27",36,0
"6-5-107-96804","CADE27",37,0
"6-5-107-96804","CADE27",38,0
"6-5-107-96804","CADE27",39,0
"6-5-107-96804","CADE27",40,0
"6-5-107-96804","CADE27",41,0
"6-5-107-96804","CADE27",42,0
"6-5-107-96804","CADE27",43,0
"6-5-107-96804","CADE27",44,0
"6-5-107-96804","CADE27",45,0
"6-5-107-96804","CADE27",46,0
"6-5-107-96804","CADE27",47,0
"6-5-107-96804","CADE27",48,0
"6-5-107-96804","CADE27",49,0
"6-5-107-96804","CADE27",50,0
"6-5-107-96804","CADE27",51,0
"6-5-107-96804","CADE27",52,0
"6-5-107-96804","CADE27",53,0
"6-5-107-96804","CADE27",54,0
"6-5-107-96804","OTHER",1,4
"6-5-107-96804","OTHER",2,0
"6-5-107-96804","OTHER",3,0
"6-5-107-96804","OTHER",4,0
"6-5-107-96804","OTHER",5,0
"6-5-107-96804","OTHER",6,0
"6-5-107-96804","OTHER",7,0
"6-5-107-96804","OTHER",8,0
"6-5-107-96804","OTHER",9,0
"6-5-107-96804","OTHER",10,0
"6-5-107-96804","OTHER",11,0
"6-5-107-96804","OTHER",12,0
"6-5-107-96804","OTHER",13,0
"6-5-107-96804","OTHER",14,0
"6-5-107-96804","OTHER",15,0
"6-5-107-96804","OTHER",16,0
"6-5-107-96804","OTHER",17,0
"6-5-107-96804","OTHER",18,0
"6-5-107-96804","OTHER",19,0
"6-5-107-96804","OTHER",20,0
"6-5-107-96804","OTHER",21,0
"6-5-107-96804","OTHER",22,0
"6-5-107-96804","OTHER",23,0
"6-5-107-96804","OTHER",24,0
"6-5-107-96804","OTHER",25,0
"6-5-107-96804","OTHER",26,0
"6-5-107-96804","OTHER",27,0
"6-5-107-96804","OTHER",28,0
"6-5-107-96804","OTHER",29,0
"6-5-107-96804","OTHER",30,0
"6-5-107-96804","OTHER",31,0
"6-5-107-96804","OTHER",32,0
"6-5-107-96804","OTHER",33,0
"6-5-107-96804","OTHER",34,0
"6-5-107-96804","OTHER",35,0
"6-5-107-96804","OTHER",36,0
"6-5-107-96804","OTHER",37,0
"6-5-107-96804","OTHER",38,0
"6-5-107-96804","OTHER",39,0
"6-5-107-96804","OTHER",40,0
"6-5-107-96804","OTHER",41,0
"6-5-107-96804","OTHER",42,0
"6-5-107-96804","OTHER",43,0
"6-5-107-96804","OTHER",44,0
"6-5-107-96804","OTHER",45,0
"6-5-107-96804","OTHER",46,0
"6-5-107-96804","OTHER",47,0
"6-5-107-96804","OTHER",48,0
"6-5-107-96804","OTHER",49,0
"6-5-107-96804","OTHER",50,0
"6-5-107-96804","OTHER",51,0
"6-5-107-96804","OTHER",52,0
"6-5-107-96804","OTHER",53,0
"6-5-107-96804","OTHER",54,0
"6-5-107-96804","PILA",1,0
"6-5-107-96804","PILA",2,0
"6-5-107-96804","PILA",3,0
"6-5-107-96804","PILA",4,0
"6-5-107-96804","PILA",5,0
"6-5-107-96804","PILA",6,0
"6-5-107-96804","PILA",7,0
"6-5-107-96804","PILA",8,0
"6-5-107-96804","PILA",9,0
"6-5-107-96804","PILA",10,0
"6-5-107-96804","PILA",11,0
"6-5-107-96804","PILA",12,0
"6-5-107-96804","PILA",13,0
"6-5-107-96804","PILA",14,0
"6-5-107-96804","PILA",15,0
"6-5-107-96804","PILA",16,0
"6-5-107-96804","PILA",17,0
"6-5-107-96804","PILA",18,0
"6-5-107-96804","PILA",19,0
"6-5-107-96804","PILA",20,0
"6-5-107-96804","PILA",21,0
"6-5-107-96804","PILA",22,0
"6-5-107-96804","PILA",23,0
"6-5-107-96804","PILA",24,0
"6-5-107-96804","PILA",25,0
"6-5-107-96804","PILA",26,0
"6-5-107-96804","PILA",27,0
"6-5-107-96804","PILA",28,0
"6-5-107-96804","PILA",29,0
"6-5-107-96804","PILA",30,0
"6-5-107-96804","PILA",31,0
"6-5-107-96804","PILA",32,0
"6-5-107-96804","PILA",33,0
"6-5-107-96804","PILA",34,0
"6-5-107-96804","PILA",35,0
"6-5-107-96804","PILA",36,0
"6-5-107-96804","PILA",37,0
"6-5-107-96804","PILA",38,0
"6-5-107-96804","PILA",39,0
"6-5-107-96804","PILA",40,0
"6-5-107-96804","PILA",41,0
"6-5-107-96804","PILA",42,0
"6-5-107-96804","PILA",43,0
"6-5-107-96804","PILA",44,0
"6-5-107-96804","PILA",45,0
"6-5-107-96804","PILA",46,0
"6-5-107-96804","PILA",47,0
"6-5-107-96804","PILA",48,0
"6-5-107-96804","PILA",49,0
"6-5-107-96804","PILA",50,0
"6-5-107-96804","PILA",51,0
"6-5-107-96804","PILA",52,0
"6-5-107-96804","PILA",53,0
"6-5-107-96804","PILA",54,0
"6-5-107-96804","PIPO",1,0
"6-5-107-96804","PIPO",2,0
"6-5-107-96804","PIPO",3,0
"6-5-107-96804","PIPO",4,0
"6-5-107-96804","PIPO",5,0
"6-5-107-96804","PIPO",6,0
"6-5-107-96804","PIPO",7,0
"6-5-107-96804","PIPO",8,0
"6-5-107-96804","PIPO",9,0
"6-5-107-96804","PIPO",10,0
"6-5-107-96804","PIPO",11,0
"6-5-107-96804","PIPO",12,0
"6-5-107-96804","PIPO",13,0
"6-5-107-96804","PIPO",14,0
"6-5-107-96804","PIPO",15,0
"6-5-107-96804","PIPO",16,0
"6-5-107-96804","PIPO",17,0
"6-5-107-96804","PIPO",18,0
"6-5-107-96804","PIPO",19,0
"6-5-107-96804","PIPO",20,0
"6-5-107-96804","PIPO",21,0
"6-5-107-96804","PIPO",22,0
"6-5-107-96804","PIPO",23,0
"6-5-107-96804","PIPO",24,0
"6-5-107-96804","PIPO",25,0
"6-5-107-96804","PIPO",26,0
"6-5-107-96804","PIPO",27,0
"6-5-107-96804","PIPO",28,0
"6-5-107-96804","PIPO",29,0
"6-5-107-96804","PIPO",30,0
"6-5-107-96804","PIPO",31,0
"6-5-107-96804","PIPO",32,0
"6-5-107-96804","PIPO",33,0
"6-5-107-96804","PIPO",34,0
"6-5-107-96804","PIPO",35,0
"6-5-107-96804","PIPO",36,0
"6-5-107-96804","PIPO",37,0
"6-5-107-96804","PIPO",38,0
"6-5-107-96804","PIPO",39,0
"6-5-107-96804","PIPO",40,0
"6-5-107-96804","PIPO",41,0
"6-5-107-96804","PIPO",42,0
"6-5-107-96804","PIPO",43,0
"6-5-107-96804","PIPO",44,0
"6-5-107-96804","PIPO",45,0
"6-5-107-96804","PIPO",46,0
"6-5-107-96804","PIPO",47,0
"6-5-107-96804","PIPO",48,0
"6-5-107-96804","PIPO",49,0
"6-5-107-96804","PIPO",50,0
"6-5-107-96804","PIPO",51,0
"6-5-107-96804","PIPO",52,0
"6-5-107-96804","PIPO",53,0
"6-5-107-96804","PIPO",54,0
"6-5-107-96804","PSME",1,0
"6-5-107-96804","PSME",2,0
"6-5-107-96804","PSME",3,0
"6-5-107-96804","PSME",4,0
"6-5-107-96804","PSME",5,0
"6-5-107-96804","PSME",6,0
"6-5-107-96804","PSME",7,0
"6-5-107-96804","PSME",8,0
"6-5-107-96804","PSME",9,0
"6-5-107-96804","PSME",10,0
"6-5-107-96804","PSME",11,0
"6-5-107-96804","PSME",12,0
"6-5-107-96804","PSME",13,0
"6-5-107-96804","PSME",14,0
"6-5-107-96804","PSME",15,0
"6-5-107-96804","PSME",16,0
"6-5-107-96804","PSME",17,0
"6-5-107-96804","PSME",18,0
"6-5-107-96804","PSME",19,0
"6-5-107-96804","PSME",20,0
"6-5-107-96804","PSME",21,0
"6-5-107-96804","PSME",22,0
"6-5-107-96804","PSME",23,0
"6-5-107-96804","PSME",24,0
"6-5-107-96804","PSME",25,0
"6-5-107-96804","PSME",26,0
"6-5-107-96804","PSME",27,0
"6-5-107-96804","PSME",28,0
"6-5-107-96804","PSME",29,0
"6-5-107-96804","PSME",30,0
"6-5-107-96804","PSME",31,0
"6-5-107-96804","PSME",32,0
"6-5-107-96804","PSME",33,0
"6-5-107-96804","PSME",34,0
"6-5-107-96804","PSME",35,0
"6-5-107-96804","PSME",36,0
"6-5-107-96804","PSME",37,0
"6-5-107-96804","PSME",38,0
"6-5-107-96804","PSME",39,0
"6-5-107-96804","PSME",40,0
"6-5-107-96804","PSME",41,0
"6-5-107-96804","PSME",42,0
"6-5-107-96804","PSME",43,0
"6-5-107-96804","PSME",44,0
"6-5-107-96804","PSME",45,0
"6-5-107-96804","PSME",46,0
"6-5-107-96804","PSME",47,0
"6-5-107-96804","PSME",48,0
"6-5-107-96804","PSME",49,0
"6-5-107-96804","PSME",50,0
"6-5-107-96804","PSME",51,0
"6-5-107-96804","PSME",52,0
"6-5-107-96804","PSME",53,0
"6-5-107-96804","PSME",54,0
"6-5-107-96804","QUKE",1,0
"6-5-107-96804","QUKE",2,0
"6-5-107-96804","QUKE",3,0
"6-5-107-96804","QUKE",4,0
"6-5-107-96804","QUKE",5,0
"6-5-107-96804","QUKE",6,0
"6-5-107-96804","QUKE",7,0
"6-5-107-96804","QUKE",8,0
"6-5-107-96804","QUKE",9,0
"6-5-107-96804","QUKE",10,0
"6-5-107-96804","QUKE",11,0
"6-5-107-96804","QUKE",12,0
"6-5-107-96804","QUKE",13,0
"6-5-107-96804","QUKE",14,0
"6-5-107-96804","QUKE",15,0
"6-5-107-96804","QUKE",16,0
"6-5-107-96804","QUKE",17,0
"6-5-107-96804","QUKE",18,0
"6-5-107-96804","QUKE",19,0
"6-5-107-96804","QUKE",20,0
"6-5-107-96804","QUKE",21,0
"6-5-107-96804","QUKE",22,0
"6-5-107-96804","QUKE",23,0
"6-5-107-96804","QUKE",24,0
"6-5-107-96804","QUKE",25,0
"6-5-107-96804","QUKE",26,0
"6-5-107-96804","QUKE",27,0
"6-5-107-96804","QUKE",28,0
"6-5-107-96804","QUKE",29,0
"6-5-107-96804","QUKE",30,0
"6-5-107-96804","QUKE",31,0
"6-5-107-96804","QUKE",32,0
"6-5-107-96804","QUKE",33,0
"6-5-107-96804","QUKE",34,0
"6-5-107-96804","QUKE",35,0
"6-5-107-96804","QUKE",36,0
"6-5-107-96804","QUKE",37,0
"6-5-107-96804","QUKE",38,0
"6-5-107-96804","QUKE",39,0
"6-5-107-96804","QUKE",40,0
"6-5-107-96804","QUKE",41,0
"6-5-107-96804","QUKE",42,0
"6-5-107-96804","QUKE",43,0
"6-5-107-96804","QUKE",44,0
"6-5-107-96804","QUKE",45,0
"6-5-107-96804","QUKE",46,0
"6-5-107-96804","QUKE",47,0
"6-5-107-96804","QUKE",48,0
"6-5-107-96804","QUKE",49,0
"6-5-107-96804","QUKE",50,0
"6-5-107-96804","QUKE",51,0
"6-5-107-96804","QUKE",52,0
"6-5-107-96804","QUKE",53,0
"6-5-107-96804","QUKE",54,0
"41-2-33-59918","ABCO",1,0
"41-2-33-59918","ABCO",2,0
"41-2-33-59918","ABCO",3,0
"41-2-33-59918","ABCO",4,0
"41-2-33-59918","ABCO",5,0
"41-2-33-59918","ABCO",6,0
"41-2-33-59918","ABCO",7,0
"41-2-33-59918","ABCO",8,0
"41-2-33-59918","ABCO",9,0
"41-2-33-59918","ABCO",10,0
"41-2-33-59918","ABCO",11,0
"41-2-33-59918","ABCO",12,0
"41-2-33-59918","ABCO",13,0
"41-2-33-59918","ABCO",14,0
"41-2-33-59918","ABCO",15,0
"41-2-33-59918","ABCO",16,0
"41-2-33-59918","ABCO",17,0
"41-2-33-59918","ABCO",18,0
"41-2-33-59918","ABCO",19,0
"41-2-33-59918","ABCO",20,0
"41-2-33-59918","ABCO",21,0
"41-2-33-59918","ABCO",22,0
"41-2-33-59918","ABCO",23,0
"41-2-33-59918","ABCO",24,0
"41-2-33-59918","ABCO",25,0
"41-2-33-59918","ABCO",26,0
"41-2-33-59918","ABCO",27,0
"41-2-33-59918","ABCO",28,0
"41-2-33-59918","ABCO",29,0
"41-2-33-59918","ABCO",30,0
"41-2-33-59918","ABCO",31,0
"41-2-33-59918","ABCO",32,0
"41-2-33-59918","ABCO",33,0
"41-2-33-59918","ABCO",34,0
"41-2-33-59918","ABCO",35,0
"41-2-33-59918","ABCO",36,0
"41-2-33-59918","ABCO",37,0
"41-2-33-59918","ABCO",38,0
"41-2-33-59918","ABCO",39,0
"41-2-33-59918","ABCO",40,0
"41-2-33-59918","ABCO",41,0
"41-2-33-59918","ABCO",42,0
"41-2-33-59918","ABCO",43,0
"41-2-33-59918","ABCO",44,0
"41-2-33-59918","ABCO",45,0
"41-2-33-59918","ABCO",46,0
"41-2-33-59918","ABCO",47,0
"41-2-33-59918","ABCO",48,0
"41-2-33-59918","ABCO",49,0
"41-2-33-59918","ABCO",50,0
"41-2-33-59918","ABCO",51,0
"41-2-33-59918","ABCO",52,0
"41-2-33-59918","ABCO",53,0
"41-2-33-59918","ABCO",54,0
"41-2-33-59918","CADE27",1,0
"41-2-33-59918","CADE27",2,0
"41-2-33-59918","CADE27",3,0
"41-2-33-59918","CADE27",4,0
"41-2-33-59918","CADE27",5,0
"41-2-33-59918","CADE27",6,0
"41-2-33-59918","CADE27",7,0
"41-2-33-59918","CADE27",8,0
"41-2-33-59918","CADE27",9,0
"41-2-33-59918","CADE27",10,0
"41-2-33-59918","CADE27",11,0
"41-2-33-59918","CADE27",12,0
"41-2-33-59918","CADE27",13,0
"41-2-33-59918","CADE27",14,0
"41-2-33-59918","CADE27",15,0
"41-2-33-59918","CADE27",16,0
"41-2-33-59918","CADE27",17,0
"41-2-33-59918","CADE27",18,0
"41-2-33-59918","CADE27",19,0
"41-2-33-59918","CADE27",20,0
"41-2-33-59918","CADE27",21,0
"41-2-33-59918","CADE27",22,0
"41-2-33-59918","CADE27",23,0
"41-2-33-59918","CADE27",24,0
"41-2-33-59918","CADE27",25,0
"41-2-33-59918","CADE27",26,0
"41-2-33-59918","CADE27",27,0
"41-2-33-59918","CADE27",28,0
"41-2-33-59918","CADE27",29,0
"41-2-33-59918","CADE27",30,0
"41-2-33-59918","CADE27",31,0
"41-2-33-59918","CADE27",32,0
"41-2-33-59918","CADE27",33,0
"41-2-33-59918","CADE27",34,0
"41-2-33-59918","CADE27",35,0
"41-2-33-59918","CADE27",36,0
"41-2-33-59918","CADE27",37,0
"41-2-33-59918","CADE27",38,0
"41-2-33-59918","CADE27",39,0
"41-2-33-59918","CADE27",40,0
"41-2-33-59918","CADE27",41,0
"41-2-33-59918","CADE27",42,0
"41-2-33-59918","CADE27",43,0
"41-2-33-59918","CADE27",44,0
"41-2-33-59918","CADE27",45,0
"41-2-33-59918","CADE27",46,0
"41-2-33-59918","CADE27",47,0
"41-2-33-59918","CADE27",48,0
"41-2-33-59918","CADE27",49,0
"41-2-33-59918","CADE27",50,0
"41-2-33-59918","CADE27",51,0
"41-2-33-59918","CADE27",52,0
"41-2-33-59918","CADE27",53,0
"41-2-33-59918","CADE27",54,0
"41-2-33-59918","OTHER",1,17
"41-2-33-59918","OTHER",2,0
"41-2-33-59918","OTHER",3,0
"41-2-33-59918","OTHER",4,0
"41-2-33-59918","OTHER",5,0
"41-2-33-59918","OTHER",6,0
"41-2-33-59918","OTHER",7,0
